x,y,z
5000,4375,635.8666256
5062.5,4375,633.3379221
5125,4375,634.9196333
5187.5,4375,641.1065917
5250,4375,636.1651044
5312.5,4375,630.17269
5375,4375,625.1011355
5437.5,4375,614.9928023
5500,4375,617.4950906
5562.5,4375,612.0871618
5625,4375,603.6145189
5687.5,4375,603.1486438
5750,4375,602.7249309
5812.5,4375,601.1764076
5875,4375,599.2526491
5937.5,4375,597.8410255
6000,4375,603.2824734
6062.5,4375,600.746836
6125,4375,597.5693686
6187.5,4375,601.7467904
6250,4375,594.1858176
6312.5,4375,594.3830196
6375,4375,597.6698842
6437.5,4375,606.8852274
6500,4375,614.8396102
6562.5,4375,611.2602404
6625,4375,616.1727047
6687.5,4375,620.8865234
6750,4375,619.1461912
6812.5,4375,615.2349384
6875,4375,619.2372958
6937.5,4375,597.4382361
7000,4375,575.4755416
7062.5,4375,576.4276589
7125,4375,578.6650279
7187.5,4375,566.5746143
7250,4375,553.8411444
7312.5,4375,560.0244887
7375,4375,560.9278238
7437.5,4375,555.3542441
7500,4375,549.7940027
7562.5,4375,547.5301187
7625,4375,547.1429625
7687.5,4375,553.8703265
7750,4375,557.5193729
7812.5,4375,558.4551756
7875,4375,552.2887461
7937.5,4375,552.1021313
8000,4375,545.4254926
8062.5,4375,530.9072438
8125,4375,522.6261829
8187.5,4375,510.8901269
8250,4375,501.4344129
8312.5,4375,495.4359044
8375,4375,488.214838
8437.5,4375,478.1053786
8500,4375,474.6959924
8562.5,4375,466.8056725
8625,4375,452.8725854
8687.5,4375,442.187432
8750,4375,436.3893825
8812.5,4375,414.8507748
8875,4375,400.799101
8937.5,4375,394.3402312
9000,4375,378.7728234
1000,4437.5,689.7966982
1062.5,4437.5,689.5557968
1125,4437.5,691.1515418
1187.5,4437.5,694.0517567
1250,4437.5,700.9619132
1312.5,4437.5,710.6361012
1375,4437.5,719.1310094
1437.5,4437.5,713.2144961
1500,4437.5,722.5155357
1562.5,4437.5,717.2631027
1625,4437.5,709.1820371
1687.5,4437.5,702.6031177
1750,4437.5,693.2778175
1812.5,4437.5,688.6408163
1875,4437.5,689.5339186
1937.5,4437.5,697.7564832
2000,4437.5,706.3242714
2062.5,4437.5,694.7533879
2125,4437.5,691.5191351
2187.5,4437.5,676.8200057
2250,4437.5,670.3617752
2312.5,4437.5,658.2785137
2375,4437.5,633.6533135
2437.5,4437.5,631.433176
2500,4437.5,624.8218995
2562.5,4437.5,621.9059711
2625,4437.5,621.872962
2687.5,4437.5,623.6842106
2750,4437.5,627.4045148
2812.5,4437.5,633.4777125
2875,4437.5,634.3648215
2937.5,4437.5,636.7812196
3000,4437.5,637.0019911
3062.5,4437.5,635.3329393
3125,4437.5,636.0243798
3187.5,4437.5,641.0058424
3250,4437.5,640.9793689
3312.5,4437.5,636.0868498
3375,4437.5,629.8735979
3437.5,4437.5,628.5416313
3500,4437.5,629.3056902
3562.5,4437.5,637.3464867
3625,4437.5,644.0383999
3687.5,4437.5,648.4375455
3750,4437.5,645.8466637
3812.5,4437.5,643.4666465
3875,4437.5,633.3728546
3937.5,4437.5,624.3854518
4000,4437.5,620.1316994
4062.5,4437.5,610.2885189
4125,4437.5,601.9638988
4187.5,4437.5,602.3912372
4250,4437.5,602.9311771
4312.5,4437.5,599.6442137
4375,4437.5,608.014802
4437.5,4437.5,611.680013
4500,4437.5,614.8441627
4562.5,4437.5,608.8881657
4625,4437.5,615.6264371
4687.5,4437.5,620.5263487
4750,4437.5,618.3177785
4812.5,4437.5,627.1437324
4875,4437.5,631.0720534
4937.5,4437.5,637.8894439
5000,4437.5,639.2316187
5062.5,4437.5,631.8278376
5125,4437.5,625.5791302
5187.5,4437.5,629.2236635
5250,4437.5,628.6031319
5312.5,4437.5,622.0616886
5375,4437.5,620.1863748
5437.5,4437.5,622.0260151
5500,4437.5,620.7509653
5562.5,4437.5,616.7357928
5625,4437.5,609.1572337
5687.5,4437.5,604.8517036
5750,4437.5,598.9274651
5812.5,4437.5,597.0600034
5875,4437.5,592.0267738
5937.5,4437.5,600.4320332
6000,4437.5,603.4701131
6062.5,4437.5,590.9013713
6125,4437.5,595.3424534
6187.5,4437.5,598.7416771
6250,4437.5,596.9805683
6312.5,4437.5,600.1879681
6375,4437.5,607.590659
6437.5,4437.5,614.0558791
6500,4437.5,620.7430715
6562.5,4437.5,624.6660547
6625,4437.5,622.1138483
6687.5,4437.5,623.6711951
6750,4437.5,618.0749877
6812.5,4437.5,618.5171668
6875,4437.5,620.2185697
6937.5,4437.5,608.8901085
7000,4437.5,590.6310736
7062.5,4437.5,584.1017457
7125,4437.5,586.5131972
7187.5,4437.5,568.9091105
7250,4437.5,556.2213122
7312.5,4437.5,550.8417007
7375,4437.5,556.3064422
7437.5,4437.5,550.4894191
7500,4437.5,551.9793319
7562.5,4437.5,545.9756304
7625,4437.5,551.0397783
7687.5,4437.5,549.7930761
7750,4437.5,555.7795508
7812.5,4437.5,558.0746564
7875,4437.5,559.1742448
7937.5,4437.5,555.151894
8000,4437.5,550.3504837
8062.5,4437.5,546.682619
8125,4437.5,531.9333544
8187.5,4437.5,523.065991
8250,4437.5,509.8822992
8312.5,4437.5,499.463968
8375,4437.5,485.2630938
8437.5,4437.5,483.1882524
8500,4437.5,475.0610844
8562.5,4437.5,470.0087712
8625,4437.5,459.9636986
8687.5,4437.5,450.4396142
8750,4437.5,445.4389089
8812.5,4437.5,422.68384
8875,4437.5,417.2244976
8937.5,4437.5,401.3294011
9000,4437.5,388.5425428
1000,4500,711.6403273
1062.5,4500,711.5708546
1125,4500,710.4895615
1187.5,4500,714.1948041
1250,4500,718.0251137
1312.5,4500,717.521512
1375,4500,721.3452826
1437.5,4500,734.2941909
1500,4500,739.0819714
1562.5,4500,728.5523445
1625,4500,716.3410067
1687.5,4500,701.8411251
1750,4500,695.3242122
1812.5,4500,696.665265
1875,4500,700.4414793
1937.5,4500,712.4443901
2000,4500,730.1748138
2062.5,4500,718.7046795
2125,4500,706.7197196
2187.5,4500,693.6555367
2250,4500,677.4335321
2312.5,4500,669.7397848
2375,4500,653.722778
2437.5,4500,641.3104104
2500,4500,640.074009
2562.5,4500,634.1562876
2625,4500,630.0339654
2687.5,4500,630.6636739
2750,4500,640.6219488
2812.5,4500,641.7221269
2875,4500,646.9574627
2937.5,4500,649.1934516
3000,4500,644.3295911
3062.5,4500,645.42078
3125,4500,638.4051924
3187.5,4500,638.3610767
3250,4500,645.0693515
3312.5,4500,646.9703128
3375,4500,639.1898964
3437.5,4500,636.5177178
3500,4500,633.7699473
3562.5,4500,647.9361693
3625,4500,650.14302
3687.5,4500,653.1905573
3750,4500,650.9608657
3812.5,4500,645.7145154
3875,4500,632.4364682
3937.5,4500,622.7070783
4000,4500,620.1967269
4062.5,4500,611.3621513
4125,4500,608.5893455
4187.5,4500,607.127692
4250,4500,609.8357105
4312.5,4500,607.4672543
4375,4500,604.8018743
4437.5,4500,604.5016479
4500,4500,614.5533518
4562.5,4500,614.18939
4625,4500,623.2611267
4687.5,4500,619.4011735
4750,4500,624.2504303
4812.5,4500,631.0367539
4875,4500,633.473287
4937.5,4500,632.754308
5000,4500,642.3766152
5062.5,4500,633.2351374
5125,4500,625.0425706
5187.5,4500,625.2132216
5250,4500,618.2153111
5312.5,4500,618.7809131
5375,4500,619.5269865
5437.5,4500,617.2717254
5500,4500,620.228889
5562.5,4500,611.8090521
5625,4500,603.6427736
5687.5,4500,599.1990755
5750,4500,600.4286348
5812.5,4500,591.9929401
5875,4500,593.2237811
5937.5,4500,599.5116499
6000,4500,598.4612708
6062.5,4500,596.7055711
6125,4500,598.8861576
6187.5,4500,599.5032991
6250,4500,604.3374206
6312.5,4500,603.4729771
6375,4500,615.4335752
6437.5,4500,624.7531213
6500,4500,630.2736413
6562.5,4500,627.4476955
6625,4500,630.8017247
6687.5,4500,629.5891835
6750,4500,622.441741
6812.5,4500,619.1521394
6875,4500,615.4962588
6937.5,4500,612.2396814
7000,4500,601.3165678
7062.5,4500,599.8116067
7125,4500,588.4836487
7187.5,4500,578.1088175
7250,4500,559.73447
7312.5,4500,551.2960208
7375,4500,549.2763042
7437.5,4500,550.1283849
7500,4500,547.2836777
7562.5,4500,548.0425181
7625,4500,553.2038092
7687.5,4500,554.2970653
7750,4500,555.6147595
7812.5,4500,561.063429
7875,4500,562.5365098
7937.5,4500,565.6610438
8000,4500,565.8999809
8062.5,4500,559.3388948
8125,4500,546.7225269
8187.5,4500,533.6544897
8250,4500,521.8988668
8312.5,4500,506.7943427
8375,4500,492.9880078
8437.5,4500,489.8849927
8500,4500,483.6336975
8562.5,4500,475.5262531
8625,4500,464.3787505
8687.5,4500,458.5384473
8750,4500,446.384474
8812.5,4500,432.1763723
8875,4500,431.8861217
8937.5,4500,403.5717433
9000,4500,391.7938886
1000,4562.5,737.2564849
1062.5,4562.5,737.3596924
1125,4562.5,732.3962911
1187.5,4562.5,734.682998
1250,4562.5,738.467609
1312.5,4562.5,737.4125816
1375,4562.5,734.5380753
1437.5,4562.5,751.2694146
1500,4562.5,760.9659929
1562.5,4562.5,739.4357031
1625,4562.5,728.1860182
1687.5,4562.5,716.786606
1750,4562.5,705.8105964
1812.5,4562.5,721.2516726
1875,4562.5,721.1870861
1937.5,4562.5,735.5733722
2000,4562.5,750.307808
2062.5,4562.5,740.37837
2125,4562.5,724.6599991
2187.5,4562.5,712.6011071
2250,4562.5,695.5169217
2312.5,4562.5,687.4705035
2375,4562.5,675.0992984
2437.5,4562.5,668.2688961
2500,4562.5,664.3710676
2562.5,4562.5,664.9395916
2625,4562.5,659.5393708
2687.5,4562.5,663.3546384
2750,4562.5,662.4183449
2812.5,4562.5,664.7730941
2875,4562.5,667.3323656
2937.5,4562.5,666.9221645
3000,4562.5,670.8368351
3062.5,4562.5,675.2219569
3125,4562.5,662.8048174
3187.5,4562.5,659.5134394
3250,4562.5,660.3500259
3312.5,4562.5,650.2935251
3375,4562.5,648.3873044
3437.5,4562.5,644.8526032
3500,4562.5,644.8676798
3562.5,4562.5,654.3314331
3625,4562.5,660.7975754
3687.5,4562.5,658.8915715
3750,4562.5,656.3144462
3812.5,4562.5,645.9233856
3875,4562.5,643.4001119
3937.5,4562.5,635.073206
4000,4562.5,625.66284
4062.5,4562.5,620.8272992
4125,4562.5,613.4347522
4187.5,4562.5,617.4012674
4250,4562.5,620.8429698
4312.5,4562.5,621.3702729
4375,4562.5,611.8345914
4437.5,4562.5,601.0497039
4500,4562.5,600.0579073
4562.5,4562.5,613.8004029
4625,4562.5,617.5298838
4687.5,4562.5,622.7229834
4750,4562.5,625.2276265
4812.5,4562.5,630.5573725
4875,4562.5,635.053674
4937.5,4562.5,642.7340687
5000,4562.5,642.2121702
5062.5,4562.5,635.8969491
5125,4562.5,626.1812304
5187.5,4562.5,626.7121428
5250,4562.5,623.4062012
5312.5,4562.5,625.1586928
5375,4562.5,621.3566419
5437.5,4562.5,615.9515348
5500,4562.5,620.9978247
5562.5,4562.5,610.0315
5625,4562.5,607.8061448
5687.5,4562.5,614.1882645
5750,4562.5,614.1044523
5812.5,4562.5,607.7381761
5875,4562.5,603.2649205
5937.5,4562.5,610.8261484
6000,4562.5,611.8263116
6062.5,4562.5,606.4308875
6125,4562.5,613.069165
6187.5,4562.5,603.2642285
6250,4562.5,599.0445545
6312.5,4562.5,604.3672176
6375,4562.5,614.7692015
6437.5,4562.5,624.9208636
6500,4562.5,631.7703827
6562.5,4562.5,627.6352211
6625,4562.5,628.5430358
6687.5,4562.5,625.6472198
6750,4562.5,618.9192953
6812.5,4562.5,620.1921079
6875,4562.5,629.015521
6937.5,4562.5,624.6014398
7000,4562.5,612.7317605
7062.5,4562.5,610.0452823
7125,4562.5,599.70272
7187.5,4562.5,586.9817573
7250,4562.5,578.7882644
7312.5,4562.5,575.5667754
7375,4562.5,568.8303294
7437.5,4562.5,573.5310452
7500,4562.5,565.5534894
7562.5,4562.5,561.4060799
7625,4562.5,559.2435048
7687.5,4562.5,564.139507
7750,4562.5,564.2110719
7812.5,4562.5,564.813255
7875,4562.5,570.615512
7937.5,4562.5,574.047107
8000,4562.5,569.7435815
8062.5,4562.5,565.5108509
8125,4562.5,550.6993015
8187.5,4562.5,544.2195672
8250,4562.5,530.3131892
8312.5,4562.5,521.7583992
8375,4562.5,509.4667828
8437.5,4562.5,499.594707
8500,4562.5,482.5052594
8562.5,4562.5,477.4394951
8625,4562.5,476.3689481
8687.5,4562.5,474.6721769
8750,4562.5,452.8109656
8812.5,4562.5,435.1203381
8875,4562.5,416.1476949
8937.5,4562.5,409.7248968
9000,4562.5,398.192386
1000,4625,770.4861797
1062.5,4625,768.2260355
1125,4625,755.4662204
1187.5,4625,754.4661525
1250,4625,752.6272951
1312.5,4625,748.7238567
1375,4625,754.8051837
1437.5,4625,764.119268
1500,4625,776.5923702
1562.5,4625,762.6508195
1625,4625,748.041265
1687.5,4625,738.0912426
1750,4625,728.6558086
1812.5,4625,738.6443113
1875,4625,743.4806069
1937.5,4625,757.4555091
2000,4625,774.462738
2062.5,4625,758.9329981
2125,4625,751.5798145
2187.5,4625,738.0029239
2250,4625,717.5761714
2312.5,4625,710.4023042
2375,4625,702.0735917
2437.5,4625,701.1874877
2500,4625,696.0872781
2562.5,4625,702.4707483
2625,4625,693.492552
2687.5,4625,695.9422636
2750,4625,692.0058821
2812.5,4625,690.8770868
2875,4625,683.1091311
2937.5,4625,686.4440545
3000,4625,689.4657434
3062.5,4625,686.2963385
3125,4625,687.6948908
3187.5,4625,684.0474888
3250,4625,671.0719661
3312.5,4625,670.1211818
3375,4625,663.8682701
3437.5,4625,652.2803378
3500,4625,649.9554102
3562.5,4625,655.022028
3625,4625,658.9876179
3687.5,4625,658.4892609
3750,4625,661.2540924
3812.5,4625,655.9779164
3875,4625,649.157754
3937.5,4625,645.893125
4000,4625,636.8452162
4062.5,4625,628.0877433
4125,4625,625.9723751
4187.5,4625,624.7138907
4250,4625,629.7813821
4312.5,4625,623.1088484
4375,4625,620.499069
4437.5,4625,600.7643882
4500,4625,594.2902808
4562.5,4625,604.4722048
4625,4625,616.2775542
4687.5,4625,623.3337597
4750,4625,631.2197252
4812.5,4625,637.4960756
4875,4625,635.6716908
4937.5,4625,640.2793529
5000,4625,644.1466715
5062.5,4625,639.7341072
5125,4625,632.2531313
5187.5,4625,628.8667142
5250,4625,626.2709022
5312.5,4625,635.4507886
5375,4625,627.1643886
5437.5,4625,625.031736
5500,4625,622.7578588
5562.5,4625,620.2576024
5625,4625,618.1110329
5687.5,4625,615.9044812
5750,4625,620.7872303
5812.5,4625,626.9296388
5875,4625,621.915884
5937.5,4625,617.8790776
6000,4625,618.2778887
6062.5,4625,617.7549766
6125,4625,618.5433556
6187.5,4625,606.646617
6250,4625,596.6929425
6312.5,4625,607.9754142
6375,4625,615.1451273
6437.5,4625,623.2281773
6500,4625,632.9214551
6562.5,4625,627.5598539
6625,4625,632.9322115
6687.5,4625,627.9078301
6750,4625,622.71763
6812.5,4625,624.6191229
6875,4625,627.3197424
6937.5,4625,628.2186593
7000,4625,620.4447943
7062.5,4625,616.9117114
7125,4625,616.7952151
7187.5,4625,604.1355453
7250,4625,596.9525815
7312.5,4625,589.0227654
7375,4625,588.4288522
7437.5,4625,585.638096
7500,4625,585.7832829
7562.5,4625,578.5572229
7625,4625,570.7228634
7687.5,4625,575.0738045
7750,4625,577.9405151
7812.5,4625,581.382876
7875,4625,589.7070263
7937.5,4625,587.3093702
8000,4625,576.9290813
8062.5,4625,569.3520704
8125,4625,562.0008126
8187.5,4625,554.9175242
8250,4625,544.6645989
8312.5,4625,528.8808807
8375,4625,515.9144
8437.5,4625,499.8868394
8500,4625,490.1442283
8562.5,4625,483.8822317
8625,4625,482.6357762
8687.5,4625,465.4990173
8750,4625,453.1720744
8812.5,4625,439.6401472
8875,4625,420.450299
8937.5,4625,418.8371934
9000,4625,408.640733
1000,4687.5,796.3551152
1062.5,4687.5,791.777858
1125,4687.5,776.292404
1187.5,4687.5,778.2933985
1250,4687.5,775.7053272
1312.5,4687.5,774.9504678
1375,4687.5,773.2469426
1437.5,4687.5,778.1496335
1500,4687.5,793.4856029
1562.5,4687.5,776.8270354
1625,4687.5,759.8859131
1687.5,4687.5,747.3085155
1750,4687.5,736.4198249
1812.5,4687.5,744.4476457
1875,4687.5,755.1696239
1937.5,4687.5,771.7470226
2000,4687.5,792.3068815
2062.5,4687.5,774.6979687
2125,4687.5,763.6867621
2187.5,4687.5,755.3507107
2250,4687.5,745.3097825
2312.5,4687.5,730.7944667
2375,4687.5,731.0811896
2437.5,4687.5,731.1454375
2500,4687.5,724.1407874
2562.5,4687.5,722.5739683
2625,4687.5,717.0060595
2687.5,4687.5,715.7443028
2750,4687.5,718.009507
2812.5,4687.5,715.9419473
2875,4687.5,713.17735
2937.5,4687.5,717.7818838
3000,4687.5,719.9843635
3062.5,4687.5,712.1442593
3125,4687.5,701.6885025
3187.5,4687.5,694.185316
3250,4687.5,677.5456484
3312.5,4687.5,678.8655201
3375,4687.5,675.5039297
3437.5,4687.5,663.5500405
3500,4687.5,664.9311359
3562.5,4687.5,671.6165375
3625,4687.5,671.8540108
3687.5,4687.5,668.7629021
3750,4687.5,659.4177522
3812.5,4687.5,656.7604365
3875,4687.5,659.6122234
3937.5,4687.5,648.9520023
4000,4687.5,634.7299202
4062.5,4687.5,629.4478284
4125,4687.5,630.9816176
4187.5,4687.5,625.1871515
4250,4687.5,629.2339372
4312.5,4687.5,620.0506432
4375,4687.5,614.4878584
4437.5,4687.5,601.4651374
4500,4687.5,591.4166784
4562.5,4687.5,604.1048158
4625,4687.5,616.5262601
4687.5,4687.5,631.2188403
4750,4687.5,637.6794198
4812.5,4687.5,637.9277683
4875,4687.5,636.3732237
4937.5,4687.5,639.1630955
5000,4687.5,637.3360968
5062.5,4687.5,640.3206048
5125,4687.5,636.0319711
5187.5,4687.5,634.8513919
5250,4687.5,632.4951359
5312.5,4687.5,637.2470463
5375,4687.5,637.6063501
5437.5,4687.5,636.6118124
5500,4687.5,629.7544456
5562.5,4687.5,629.0887982
5625,4687.5,627.3284884
5687.5,4687.5,622.2175812
5750,4687.5,626.0342581
5812.5,4687.5,628.6638499
5875,4687.5,621.5230212
5937.5,4687.5,621.4950943
6000,4687.5,626.7670041
6062.5,4687.5,629.5016839
6125,4687.5,625.4399319
6187.5,4687.5,616.9905809
6250,4687.5,609.5209805
6312.5,4687.5,619.3412086
6375,4687.5,622.8764009
6437.5,4687.5,625.1733114
6500,4687.5,634.6545938
6562.5,4687.5,634.2554099
6625,4687.5,637.3734219
6687.5,4687.5,637.762139
6750,4687.5,630.0934385
6812.5,4687.5,634.7478174
6875,4687.5,636.2351735
6937.5,4687.5,630.5523425
7000,4687.5,632.2061861
7062.5,4687.5,637.6304734
7125,4687.5,628.7755643
7187.5,4687.5,617.2766697
7250,4687.5,612.1620829
7312.5,4687.5,603.4673372
7375,4687.5,603.1184072
7437.5,4687.5,594.9821509
7500,4687.5,595.2344326
7562.5,4687.5,591.6139735
7625,4687.5,587.1734218
7687.5,4687.5,585.3774169
7750,4687.5,590.3788552
7812.5,4687.5,593.8777806
7875,4687.5,598.2117541
7937.5,4687.5,600.0403968
8000,4687.5,597.8873776
8062.5,4687.5,585.8290027
8125,4687.5,567.5610736
8187.5,4687.5,555.4127162
8250,4687.5,550.6577861
8312.5,4687.5,541.4480914
8375,4687.5,529.715583
8437.5,4687.5,512.6993166
8500,4687.5,493.2528255
8562.5,4687.5,493.7420472
8625,4687.5,497.450984
8687.5,4687.5,478.588683
8750,4687.5,466.5437947
8812.5,4687.5,451.0757148
8875,4687.5,433.8129311
8937.5,4687.5,423.917701
9000,4687.5,420.1348622
1000,4750,826.2195635
1062.5,4750,812.3776206
1125,4750,799.6770799
1187.5,4750,793.7871194
1250,4750,791.6303591
1312.5,4750,786.8928611
1375,4750,792.3196316
1437.5,4750,792.6062716
1500,4750,797.6682034
1562.5,4750,793.5208696
1625,4750,780.6285997
1687.5,4750,764.0642998
1750,4750,751.5847643
1812.5,4750,749.2781429
1875,4750,761.7509092
1937.5,4750,778.0465481
2000,4750,800.398524
2062.5,4750,793.1229306
2125,4750,779.1420988
2187.5,4750,779.5758074
2250,4750,769.8044663
2312.5,4750,763.3821309
2375,4750,756.0931085
2437.5,4750,755.3727631
2500,4750,755.9765059
2562.5,4750,749.572478
2625,4750,741.5469428
2687.5,4750,741.3163104
2750,4750,743.0862826
2812.5,4750,741.9588856
2875,4750,746.0668671
2937.5,4750,748.8735919
3000,4750,750.7683831
3062.5,4750,732.9887321
3125,4750,717.1959214
3187.5,4750,702.569222
3250,4750,690.4262213
3312.5,4750,680.9482885
3375,4750,684.529828
3437.5,4750,679.3842627
3500,4750,678.7016154
3562.5,4750,678.7331139
3625,4750,678.8545344
3687.5,4750,675.4142732
3750,4750,662.2802475
3812.5,4750,663.1754499
3875,4750,663.8207227
3937.5,4750,654.1611645
4000,4750,641.1936262
4062.5,4750,635.1922573
4125,4750,636.9451942
4187.5,4750,627.4202175
4250,4750,627.3876393
4312.5,4750,617.916291
4375,4750,612.5769537
4437.5,4750,603.7862807
4500,4750,591.7487691
4562.5,4750,604.5718225
4625,4750,617.8687232
4687.5,4750,631.6470191
4750,4750,638.958077
4812.5,4750,642.4574333
4875,4750,635.7296234
4937.5,4750,633.9766943
5000,4750,632.7031581
5062.5,4750,635.3233003
5125,4750,638.1189804
5187.5,4750,638.6387141
5250,4750,638.0314257
5312.5,4750,637.2134624
5375,4750,641.396039
5437.5,4750,643.0864527
5500,4750,640.0719611
5562.5,4750,642.9015838
5625,4750,642.4908751
5687.5,4750,636.6708394
5750,4750,633.1769668
5812.5,4750,631.7088029
5875,4750,629.956243
5937.5,4750,632.5261199
6000,4750,639.5952551
6062.5,4750,640.4046797
6125,4750,637.6459158
6187.5,4750,625.6651953
6250,4750,625.6496185
6312.5,4750,627.6728547
6375,4750,629.9421567
6437.5,4750,637.3781409
6500,4750,640.1459634
6562.5,4750,634.7547608
6625,4750,633.6589525
6687.5,4750,638.0431927
6750,4750,642.5908833
6812.5,4750,644.6865236
6875,4750,646.1824412
6937.5,4750,643.0781889
7000,4750,644.2816851
7062.5,4750,637.2782946
7125,4750,632.3521469
7187.5,4750,625.7611968
7250,4750,624.8974217
7312.5,4750,612.5498166
7375,4750,615.2247034
7437.5,4750,613.961226
7500,4750,613.4999172
7562.5,4750,602.4225743
7625,4750,595.4737937
7687.5,4750,597.5622695
7750,4750,603.0563573
7812.5,4750,605.1220899
7875,4750,603.8932109
7937.5,4750,609.8442268
8000,4750,616.5055128
8062.5,4750,599.0027668
8125,4750,578.8599708
8187.5,4750,572.4438246
8250,4750,556.5873661
8312.5,4750,551.42851
8375,4750,542.1977576
8437.5,4750,527.1795579
8500,4750,515.2253882
8562.5,4750,506.2362227
8625,4750,502.0435235
8687.5,4750,495.6969477
8750,4750,478.9272479
8812.5,4750,465.572436
8875,4750,449.4212783
8937.5,4750,438.4774441
9000,4750,429.3232367
1000,4812.5,846.7023846
1062.5,4812.5,838.9832902
1125,4812.5,825.8047547
1187.5,4812.5,819.9822751
1250,4812.5,822.238628
1312.5,4812.5,820.2127317
1375,4812.5,819.090455
1437.5,4812.5,820.8436521
1500,4812.5,821.2757803
1562.5,4812.5,808.7242736
1625,4812.5,802.3083045
1687.5,4812.5,791.4850406
1750,4812.5,778.9742171
1812.5,4812.5,785.0819023
1875,4812.5,784.4405687
1937.5,4812.5,795.5846328
2000,4812.5,816.1607106
2062.5,4812.5,804.2027483
2125,4812.5,794.0811082
2187.5,4812.5,793.2660929
2250,4812.5,786.9267984
2312.5,4812.5,784.6762242
2375,4812.5,774.481289
2437.5,4812.5,777.8614676
2500,4812.5,775.719471
2562.5,4812.5,761.6501208
2625,4812.5,757.3795176
2687.5,4812.5,759.6926508
2750,4812.5,761.6335354
2812.5,4812.5,754.9930295
2875,4812.5,759.785471
2937.5,4812.5,752.8569549
3000,4812.5,757.0999345
3062.5,4812.5,745.174952
3125,4812.5,740.0888447
3187.5,4812.5,717.2943818
3250,4812.5,706.4400562
3312.5,4812.5,697.3431339
3375,4812.5,699.6813598
3437.5,4812.5,690.2016196
3500,4812.5,683.9565655
3562.5,4812.5,681.8475153
3625,4812.5,686.5986359
3687.5,4812.5,687.6517275
3750,4812.5,681.8946085
3812.5,4812.5,676.1352525
3875,4812.5,665.1417515
3937.5,4812.5,653.9560746
4000,4812.5,641.9773592
4062.5,4812.5,647.1771411
4125,4812.5,645.3543786
4187.5,4812.5,636.1532171
4250,4812.5,633.4337695
4312.5,4812.5,615.4936798
4375,4812.5,610.4079354
4437.5,4812.5,600.2941881
4500,4812.5,591.6878464
4562.5,4812.5,598.6644491
4625,4812.5,613.3095227
4687.5,4812.5,619.1630794
4750,4812.5,629.3891226
4812.5,4812.5,638.387475
4875,4812.5,638.4853849
4937.5,4812.5,633.7832907
5000,4812.5,630.6573785
5062.5,4812.5,642.9069692
5125,4812.5,644.2331675
5187.5,4812.5,642.2940277
5250,4812.5,643.044673
5312.5,4812.5,640.7075277
5375,4812.5,650.1761754
5437.5,4812.5,647.6986357
5500,4812.5,643.16638
5562.5,4812.5,642.8571872
5625,4812.5,647.0506292
5687.5,4812.5,643.1313068
5750,4812.5,641.7056741
5812.5,4812.5,644.6147871
5875,4812.5,640.9034549
5937.5,4812.5,636.9043896
6000,4812.5,640.8558265
6062.5,4812.5,636.0859148
6125,4812.5,639.5693272
6187.5,4812.5,633.2564481
6250,4812.5,627.524488
6312.5,4812.5,633.7427038
6375,4812.5,640.342027
6437.5,4812.5,639.9984159
6500,4812.5,647.5797945
6562.5,4812.5,640.1990996
6625,4812.5,641.9890779
6687.5,4812.5,647.330952
6750,4812.5,655.4392393
6812.5,4812.5,652.0082987
6875,4812.5,649.8698713
6937.5,4812.5,649.3835189
7000,4812.5,650.9182442
7062.5,4812.5,652.5051787
7125,4812.5,651.7573854
7187.5,4812.5,637.3331713
7250,4812.5,631.6254451
7312.5,4812.5,631.7521061
7375,4812.5,624.1140671
7437.5,4812.5,621.9154494
7500,4812.5,617.0660361
7562.5,4812.5,611.9565685
7625,4812.5,610.3594912
7687.5,4812.5,609.0179656
7750,4812.5,610.3079258
7812.5,4812.5,617.1330817
7875,4812.5,609.5889944
7937.5,4812.5,609.866158
8000,4812.5,618.4517884
8062.5,4812.5,601.7509289
8125,4812.5,585.4120512
8187.5,4812.5,574.439235
8250,4812.5,556.1683572
8312.5,4812.5,547.6601783
8375,4812.5,542.89605
8437.5,4812.5,525.8106708
8500,4812.5,524.2751859
8562.5,4812.5,512.8720907
8625,4812.5,506.6775088
8687.5,4812.5,488.3759259
8750,4812.5,479.5236934
8812.5,4812.5,462.7662034
8875,4812.5,456.3362492
8937.5,4812.5,438.1082766
9000,4812.5,425.4944875
1000,4875,870.6839716
1062.5,4875,863.5115974
1125,4875,858.1672576
1187.5,4875,853.6356598
1250,4875,845.1040095
1312.5,4875,846.6721045
1375,4875,847.0156977
1437.5,4875,836.7489762
1500,4875,837.835981
1562.5,4875,826.8716313
1625,4875,822.571757
1687.5,4875,813.4486588
1750,4875,803.7250534
1812.5,4875,815.780438
1875,4875,815.3439962
1937.5,4875,818.4684232
2000,4875,827.1996886
2062.5,4875,819.047972
2125,4875,810.1933716
2187.5,4875,800.8249039
2250,4875,799.4428066
2312.5,4875,801.8269909
2375,4875,799.4737977
2437.5,4875,796.878194
2500,4875,793.0984637
2562.5,4875,791.0710098
2625,4875,781.9174884
2687.5,4875,783.0950775
2750,4875,785.4931807
2812.5,4875,776.0493517
2875,4875,776.8490415
2937.5,4875,768.3225634
3000,4875,765.4888606
3062.5,4875,762.4431906
3125,4875,758.866706
3187.5,4875,737.6237213
3250,4875,722.4098701
